id,user_id,product_id,quantity
395,483,273,3
396,201,1531,5
397,81,1258,4
398,364,1898,3
399,213,1367,2
400,447,1026,2
401,205,907,5
402,191,1549,4
403,161,1292,3
404,411,737,5
405,146,1657,4
406,483,876,1
407,255,680,5
408,452,1620,1
409,330,459,5
410,267,1946,3
411,33,1389,3
412,176,408,5
413,152,1528,2
414,323,1483,2
415,320,759,3
416,281,526,1
417,31,1165,2
418,92,491,2
419,116,371,1
420,277,39,1
421,35,233,3
422,224,1485,4
423,299,904,1
424,130,705,5
425,28,392,3
426,103,1088,4
427,321,97,4
428,451,330,3
429,12,301,3
430,71,1392,3
431,415,1360,4
432,181,1197,2
433,458,1897,1
434,316,289,4
435,58,24,2
436,8,837,3
437,56,566,5
438,52,1396,4
439,180,1923,4
440,279,741,3
441,335,1893,3
442,25,1346,2
443,154,453,5
444,143,763,3
445,372,58,1
446,115,1158,5
447,480,1080,4
448,445,1362,5
449,131,1548,5
450,23,1439,5
451,145,1435,3
452,41,486,1
453,370,1365,4
454,270,220,4
455,282,1624,2
456,324,430,5
457,335,225,5
458,223,1469,1
459,269,1056,4
460,246,1484,2
461,494,99,4
462,234,652,1
463,185,1811,5
464,231,644,4
465,375,366,1
466,59,1416,2
467,183,350,2
468,88,355,5
469,80,1774,5
470,49,1564,3
471,326,79,3
472,232,1481,3
473,480,705,1
474,242,494,2
475,202,197,4
476,357,467,2
477,30,15,3
478,211,1552,4
479,18,1576,1
480,141,262,1
481,412,182,5
482,143,1610,2
483,101,149,5
484,49,1156,2
485,418,545,3
486,425,162,4
487,390,1913,3
488,479,1983,5
489,187,1022,5
490,200,1165,4
491,220,190,3
492,297,902,4
493,392,395,1
494,360,1202,3
495,218,1743,5
496,14,234,3
497,246,88,4
498,26,1437,2
499,281,1218,1
500,48,737,3
501,411,1234,1
502,335,561,5
503,315,288,5
504,58,1583,3
505,140,1278,3
506,147,1305,2
507,35,188,5
508,158,404,4
509,6,140,1
510,316,516,2
511,431,615,4
512,462,481,5
513,420,1891,5
514,255,1170,2
515,98,1212,3
516,452,497,3
517,419,686,4
518,209,1309,3
519,317,301,5
520,351,1593,1
521,306,339,3
522,148,356,4
523,473,18,4
524,201,1591,1
525,106,1128,1
526,330,1823,1
527,368,1198,3
528,275,650,2
529,233,1536,2
530,137,664,2
531,88,1324,2
532,177,1825,2
533,15,1830,1
534,80,1094,4
535,26,62,1
536,391,514,4
537,21,948,2
538,273,1257,4
539,269,938,3
540,395,1923,2
541,43,1307,4
542,494,1237,4
543,121,71,5
544,91,1773,3
545,102,1065,1
546,473,39,4
547,278,197,1
548,339,256,4
549,201,343,2
550,474,1028,3
551,135,911,2
552,187,1135,2
553,101,1355,1
554,16,675,5
555,109,497,5
556,349,1347,2
557,321,21,1
558,427,1333,2
559,410,1587,1
560,381,55,3
561,219,802,4
562,470,1937,4
563,489,1853,4
564,262,712,2
565,197,1938,2
566,53,535,4
567,110,1646,1
568,83,434,1
569,492,352,1
570,452,1557,2
571,11,153,4
572,359,606,2
573,66,803,3
574,149,1406,1
575,19,1837,5
576,113,1315,3
577,190,1590,2
578,142,35,4
579,170,222,4
580,95,392,1
581,15,121,1
582,131,533,5
583,250,1243,5
584,339,415,2
585,492,632,1
586,343,871,5
587,127,1544,4
588,159,580,2
589,191,1408,5
590,308,255,3
591,286,597,4
592,232,973,5
593,423,1205,3
594,144,786,4
595,141,1095,2
596,40,1667,1
597,340,672,1
598,374,1722,1
599,231,788,4
600,209,1431,3
601,319,464,3
602,112,1857,3
603,346,1141,3
604,358,805,2
605,32,1989,2
606,437,1633,1
607,132,848,2
608,106,481,4
609,118,738,1
610,146,1318,5
611,148,1435,1
612,245,1007,4
613,240,1318,3
614,127,1950,3
615,107,708,1
616,50,1152,4
617,342,1033,1
618,493,694,5
619,395,1050,5
620,338,1213,5
621,425,185,1
622,218,1910,3
623,356,791,2
624,457,655,1
625,215,1846,5
626,76,1545,3
627,161,556,5
628,456,171,4
629,206,589,2
630,432,1298,5
631,130,1185,4
632,189,1833,3
633,210,922,5
634,68,312,5
635,354,1280,3
636,153,1141,2
637,245,1854,4
638,480,1704,2
639,281,944,1
640,467,1103,1
641,456,1045,3
642,165,96,4
643,10,1352,3
644,86,639,1
645,374,1256,2
646,22,751,3
647,458,1998,5
648,398,1165,2
649,173,850,5
650,275,1295,4
651,16,885,1
652,381,127,4
653,325,1244,2
654,204,275,4
655,30,1105,3
656,463,122,5
657,374,1725,1
658,398,85,1
659,147,1421,5
660,456,837,2
661,81,1995,2
662,318,1896,1
663,400,154,3
664,453,1356,2
665,346,1237,5
666,49,147,1
667,107,1243,1
668,193,1943,5
669,274,1753,5
670,163,1453,1
671,33,1980,1
672,195,789,4
673,60,1003,4
674,394,2,2
675,264,939,3
676,416,1557,1
677,449,1662,3
678,125,1493,5
679,249,1224,4
680,342,1476,4
681,427,996,4
682,339,1382,3
683,389,1575,1
684,300,1444,4
685,429,499,5
686,269,1119,3
687,104,1567,4
688,437,1454,3
689,468,89,5
690,210,1084,3
691,47,1628,1
692,12,1432,2
693,231,411,2
694,462,913,4
695,177,1272,2
696,59,165,4
697,367,82,5
698,5,1803,3
699,416,155,5
700,416,1263,2
701,49,1983,2
702,366,121,4
703,308,1235,5
704,294,1894,2
705,346,1524,4
706,115,1828,5
707,138,1377,2
708,124,758,5
709,124,1918,2
710,376,1940,1
711,342,133,1
712,218,156,4
713,461,20,1
714,331,1797,1
715,276,1577,1
716,358,767,3
717,439,609,5
718,306,1246,3
719,176,1962,1
720,465,1473,1
721,232,1689,5
722,50,482,1
723,193,801,5
724,70,201,1
725,79,1337,4
726,367,271,3
727,161,132,1
728,305,322,4
729,455,138,3
730,448,1759,5
731,484,710,1
732,46,863,2
733,41,1800,5
734,421,1005,3
735,422,1367,1
736,292,281,1
737,222,264,5
738,396,453,4
739,251,1383,1
740,261,1059,3
741,275,709,5
742,407,1430,5
743,305,1524,3
744,77,958,4
745,254,136,4
746,333,348,3
747,124,724,3
748,327,438,5
749,200,880,3
750,124,113,5
751,335,574,5
752,420,880,1
753,457,374,2
754,55,466,3
755,428,1133,4
756,178,282,1
757,481,702,2
758,154,563,1
759,53,459,1
760,209,675,2
761,494,1759,4
762,37,1010,4
763,254,1853,3
764,285,1117,1
765,314,981,4
766,247,658,5
767,101,1800,1
768,84,929,1
769,168,1626,1
770,378,1150,5
771,449,427,5
772,163,741,1
773,274,299,4
774,219,51,2
775,71,1149,2
776,372,721,1
777,242,78,2
778,382,109,4
779,450,1239,2
780,404,1755,2
781,481,1813,3
782,313,1989,5
783,298,526,5
784,287,1526,5
785,298,1716,1
786,33,902,3
787,348,1724,1
788,133,440,4
789,94,912,2
790,377,800,4
791,286,438,1
792,104,632,5
793,302,1654,3
794,295,1832,2
795,25,622,5
796,4,1639,2
797,410,853,1
798,440,293,1
799,272,1192,5
800,115,935,2
801,157,391,3
802,116,1068,5
803,254,453,2
804,290,1195,5
805,239,1446,1
806,12,43,2
807,249,783,5
808,126,1243,3
809,404,1028,4
810,166,682,3
811,96,1809,5
812,257,1330,4
813,182,153,3
814,61,1485,3
815,449,585,4
816,209,1072,3
817,116,1859,4
818,112,1303,3
819,395,146,5
820,476,1361,4
821,467,1185,1
822,220,135,2
823,447,1316,3
824,337,936,5
825,154,1286,1
826,306,1395,4
827,380,923,4
828,496,787,1
829,352,1261,4
830,458,1672,1
831,73,1492,5
832,1,967,4
833,163,356,2
834,312,713,3
835,363,1158,3
836,12,613,2
837,447,859,5
838,148,1047,4
839,192,1122,1
840,350,942,1
841,9,227,5
842,66,187,5
843,424,749,5
844,130,1320,2
845,433,1062,1
846,424,1872,4
847,67,749,1
848,193,1776,5
849,45,283,3
850,51,67,3
851,2,109,2
852,19,636,3
853,78,314,5
854,190,1348,1
855,26,1055,5
856,491,646,3
857,377,88,5
858,133,1251,2
859,90,1790,1
860,59,1250,1
861,419,1600,5
862,390,7,4
863,225,204,2
864,386,1775,5
865,12,1572,3
866,349,1634,2
867,236,1916,2
868,238,1872,4
869,442,1412,4
870,357,1271,3
871,340,647,4
872,483,731,4
873,108,23,2
874,273,1730,1
875,121,905,4
876,27,1597,5
877,467,1805,5
878,65,148,3
879,367,1471,2
880,403,1350,4
881,399,317,4
882,31,95,3
883,296,1364,1
884,10,189,5
885,171,651,5
886,322,771,1
887,126,410,2
888,473,1828,1
889,294,647,5
890,302,1887,4
891,259,635,3
892,61,1477,3
893,398,639,1
894,403,160,2
895,430,1125,2
896,20,789,5
897,103,1955,3
898,295,999,3
899,234,1315,3
900,341,628,5
901,474,940,2
902,482,297,5
903,441,929,3
904,455,1373,4
905,318,1089,3
906,181,781,4
907,422,850,1
908,482,836,2
909,9,661,2
910,43,1878,5
911,484,166,5
912,391,1335,1
913,368,1942,1
914,206,1324,3
915,286,1570,4
916,265,763,3
917,101,77,3
918,498,846,3
919,279,1333,1
920,401,386,3
921,30,1309,1
922,217,1227,5
923,489,141,3
924,328,1740,1
925,283,379,5
926,104,141,1
927,43,509,4
928,295,52,5
929,387,1841,4
930,256,1,3
931,333,526,1
932,319,592,2
933,467,1861,5
934,212,1382,5
935,60,1988,1
936,336,662,3
937,81,1496,1
938,272,1299,4
939,120,684,4
940,481,1000,2
941,116,589,5
942,451,1341,3
943,477,1619,5
944,234,1866,2
945,287,52,2
946,196,519,1
947,28,95,2
948,423,455,2
949,257,1038,4
950,125,801,2
951,434,184,1
952,372,801,4
953,80,1243,5
954,327,732,2
955,117,1373,4
956,345,1200,4
957,409,133,5
958,229,384,1
959,30,477,5
960,281,1906,1
961,165,686,1
962,373,1977,5
963,419,1382,4
964,38,377,4
965,371,117,1
966,395,102,2
967,248,975,2
968,52,1853,3
969,3,911,5
970,229,1139,2
971,78,1824,2
972,61,419,5
973,75,500,5
974,180,1540,5
975,171,1629,1
976,288,1250,2
977,158,1128,2
978,399,782,1
979,302,1209,4
980,366,1226,2
981,255,399,2
982,316,1792,4
983,361,1526,4
984,320,1015,1
985,213,394,2
986,438,1313,2
987,491,1206,2
988,306,392,5
989,307,1099,2
990,362,1869,5
991,110,1907,1
992,417,708,1
993,323,1809,4
994,16,893,3
995,259,1736,2
996,436,162,2
997,74,565,1
998,320,1201,2
999,429,812,1
1000,52,984,1
1001,439,1405,2
1002,27,682,3
1003,68,99,2
1004,60,1160,5
1005,364,602,1
1006,268,1291,3
1007,291,1085,1
1008,294,1389,1
1009,121,1726,4
1010,338,272,2
1011,297,901,3
1012,307,1030,5
1013,362,1075,4
1014,374,1023,5
1015,164,457,2
1016,123,1949,5
1017,92,225,5
1018,480,904,4
1019,498,1324,5
1020,345,513,5
1021,86,28,4
1022,72,1777,3
1023,80,1307,1
1024,157,1796,5
1025,290,767,5
1026,349,1134,2
1027,406,231,5
1028,39,106,3
1029,64,85,5
1030,50,775,1
1031,111,1274,5
1032,219,1984,4
1033,387,1857,5
1034,287,582,4
1035,48,1803,4
1036,207,1971,2
1037,315,1057,4
1038,110,503,2
1039,304,509,3
1040,68,227,2
1041,343,1706,1
1042,250,454,2
1043,52,10,1
1044,90,1514,5
1045,212,969,5
1046,495,905,5
1047,457,122,1
1048,433,1192,2
1049,424,583,4
1050,365,751,4
1051,21,1800,4
1052,131,1473,5
1053,62,286,5
1054,453,213,2
1055,18,435,4
1056,91,1895,3
1057,398,1341,4
1058,236,1103,3
1059,85,1786,1
1060,457,1536,3
1061,345,1487,2
1062,178,514,3
1063,224,760,5
1064,340,1946,5
1065,476,1373,4
1066,139,1821,3
1067,323,373,3
1068,442,495,3
1069,459,1430,5
1070,10,1230,4
1071,284,1737,1
1072,437,573,3
1073,360,825,2
1074,73,764,3
1075,123,540,1
1076,101,1914,4
1077,414,961,2
1078,183,849,3
1079,367,1029,2
1080,58,473,4
1081,11,664,4
1082,347,1459,5
1083,303,298,4
1084,87,607,5
1085,456,786,4
1086,346,1231,5
1087,91,468,1
1088,77,1760,1
1089,303,37,1
1090,72,1481,3
1091,139,148,1
1092,349,398,2
1093,330,803,2
1094,482,411,2
1095,101,473,2
1096,317,1236,5
1097,153,1148,5
1098,23,481,1
1099,131,1091,5
1100,126,1387,2
1101,187,1719,4
1102,497,1805,3
1103,445,153,5
1104,81,1830,2
1105,52,1023,3
1106,430,649,5
1107,151,1423,1
1108,30,1694,4
1109,189,823,2
1110,127,970,2
1111,415,262,4
1112,336,660,3
1113,455,638,1
1114,363,727,2
1115,257,23,2
1116,332,1379,1
1117,132,444,5
1118,281,1487,5
1119,434,804,4
1120,335,1861,5
1121,428,450,5
1122,176,1166,2
1123,268,741,1
1124,326,49,4
1125,115,1661,4
1126,194,69,3
1127,360,1141,2
1128,245,831,2
1129,193,287,4
1130,305,1626,4
1131,71,875,3
1132,386,52,1
1133,222,138,4
1134,235,1856,4
1135,237,538,1
1136,178,1711,3
1137,1,1754,5
1138,307,1117,2
1139,284,1201,3
1140,364,1679,4
1141,491,1994,3
1142,84,1618,5
1143,92,241,4
1144,190,87,1
1145,33,1903,1
1146,440,890,1
1147,42,1053,1
1148,13,412,1
1149,368,726,1
1150,331,1271,5
1151,150,113,1
1152,298,1939,3
1153,60,122,2
1154,67,1870,1
1155,150,291,4
1156,59,428,1
1157,53,1171,2
1158,182,1998,3
1159,290,1081,3
1160,97,1469,1
1161,74,1399,1
1162,160,757,3
1163,149,1885,4
1164,266,1793,2
1165,197,1432,1
1166,353,1853,1
1167,210,655,3
1168,141,1738,3
1169,443,746,3
1170,241,442,2
1171,494,132,2
1172,74,1567,1
1173,370,419,1
1174,378,1839,5
1175,254,1038,3
1176,467,954,4
1177,47,545,1
1178,142,928,5
1179,159,433,3
1180,61,1024,4
1181,162,1212,4
1182,99,798,2
1183,231,1228,2
1184,320,715,4
1185,131,1470,3
1186,54,623,1
1187,453,148,5
1188,483,1647,4
1189,333,1183,3
1190,145,1472,1
1191,321,336,4
1192,303,688,3
1193,426,1778,2
1194,261,1485,2
1195,46,1463,5
1196,146,591,2
1197,391,1013,2
1198,263,1244,1
1199,120,1852,2
1200,301,1885,3
1201,124,1337,1
1202,288,1180,5
1203,97,496,1
1204,468,557,1
1205,381,763,4
1206,358,1548,1
1207,316,419,4
1208,48,1641,1
1209,378,368,4
1210,31,1078,3
1211,149,1019,4
1212,93,653,1
1213,334,1896,1
1214,48,1458,3
1215,41,1806,4
1216,111,1254,4
1217,189,1784,4
1218,62,1436,5
1219,225,1844,3
1220,49,314,3
1221,491,1908,4
1222,162,186,2
1223,66,1165,2
1224,196,482,2
1225,309,642,1
1226,499,778,3
1227,418,8,4
1228,77,1212,4
1229,476,1141,5
1230,77,1846,4
1231,85,219,5
1232,432,1203,1
1233,443,1196,3
1234,100,724,5
1235,310,1162,4
1236,166,1605,4
1237,475,1938,5
1238,272,1160,3
1239,153,305,4
1240,325,852,3
1241,364,1327,3
1242,221,271,2
1243,474,286,5
1244,403,151,3
1245,37,1598,4
1246,34,1655,1
1247,180,1752,5
1248,331,1041,5
1249,389,1255,4
1250,468,1211,4
1251,281,649,1
1252,264,116,3
1253,130,523,1
1254,180,782,1
1255,208,1848,3
1256,143,1165,4
1257,195,1456,5
1258,87,324,5
1259,133,1381,3
1260,408,1073,1
1261,77,390,4
1262,363,1159,2
1263,209,767,2
1264,398,1455,3
1265,201,1652,4
1266,56,567,3
1267,327,1232,1
1268,67,1569,3
1269,479,317,3
1270,351,961,3
1271,494,620,5
1272,13,293,3
1273,445,1073,3
1274,135,1218,5
1275,151,791,2
1276,377,638,1
1277,259,494,1
1278,477,675,3
1279,243,483,1
1280,384,624,3
1281,72,744,3
1282,101,219,4
1283,300,344,1
1284,364,1799,2
1285,287,1997,5
1286,97,1175,3
1287,62,1567,2
1288,250,874,4
1289,237,1878,1
1290,483,787,5
1291,313,1231,1
1292,174,248,2
1293,443,1700,1
1294,367,386,1
1295,237,36,4
1296,17,768,4
1297,239,678,2
1298,288,26,1
1299,361,1057,1
1300,207,1521,3
1301,255,1822,5
1302,198,1581,2
1303,5,1362,4
1304,390,531,5
1305,228,431,2
1306,233,1221,4
1307,291,829,3
1308,270,674,3
1309,306,1372,2
1310,336,1887,3
1311,229,16,3
1312,325,1670,2
1313,308,1072,1
1314,134,848,4
1315,241,943,2
1316,363,829,3
1317,109,1699,1
1318,220,1346,1
1319,474,1944,5
1320,215,1976,1
1321,174,198,3
1322,155,1314,5
1323,53,1675,5
1324,33,1669,1
1325,314,1863,3
1326,135,1274,2
1327,239,1708,2
1328,99,1379,5
1329,76,1639,4
1330,449,733,5
1331,86,499,4
1332,440,1579,5
1333,492,773,1
1334,155,1038,2
1335,235,917,2
1336,406,167,1
1337,470,1935,1
1338,459,1761,1
1339,331,1715,2
1340,418,245,4
1341,386,1293,5
1342,188,579,5
1343,320,1486,1
1344,317,815,3
1345,37,277,2
1346,144,65,3
1347,368,324,4
1348,146,1653,3
1349,84,121,2
1350,169,28,2
1351,489,456,3
1352,366,592,2
1353,250,1174,4
1354,141,643,5
1355,2,1086,3
1356,27,138,4
1357,442,1904,2
1358,23,21,5
1359,489,665,5
1360,306,1887,4
1361,464,1026,2
1362,52,369,4
1363,311,1413,4
1364,136,422,2
1365,169,1778,5
1366,487,814,1
1367,435,75,3
1368,314,1522,4
1369,376,1966,4
1370,97,1156,5
1371,175,1311,4
1372,479,51,5
1373,56,728,4
1374,116,600,2
1375,343,179,1
1376,208,587,2
1377,93,1814,4
1378,373,1722,2
1379,84,1745,3
1380,265,1321,4
1381,84,1097,5
1382,69,1043,1
1383,200,267,1
1384,162,194,3
1385,393,1092,3
1386,199,201,3
1387,280,536,5
1388,466,72,4
1389,289,1340,3
1390,139,623,2
1391,144,973,1
1392,429,1868,4
1393,65,994,5
1394,392,699,2
1395,9,7,5
1396,155,189,1
1397,339,12,5
1398,445,1488,1
1399,12,1011,3
1400,410,928,4
1401,392,188,1
1402,285,902,1
1403,432,191,5
1404,215,1308,1
1405,37,120,3
1406,302,1641,1
1407,150,1531,1
1408,37,1003,5
1409,57,872,1
1410,48,1991,3
1411,260,1717,2
1412,482,715,3
1413,245,1160,4
1414,366,1637,3
1415,396,1233,3
1416,207,1421,4
1417,353,983,5
1418,240,810,3
1419,378,973,5
1420,60,1470,4
1421,161,309,2
1422,409,1248,2
1423,44,1738,5
1424,221,1146,4
1425,186,1852,5
1426,242,1358,3
1427,86,738,4
1428,319,1361,1
1429,412,1193,1
1430,400,700,3
1431,196,168,5
1432,181,1188,4
1433,377,1146,1
1434,275,1371,2
1435,293,250,2
1436,88,258,3
1437,148,782,2
1438,333,1698,2
1439,30,1899,1
1440,445,1397,5
1441,115,1122,5
1442,198,1809,2
1443,353,199,3
1444,485,454,4
1445,163,1069,3
1446,484,416,4
1447,456,609,2
1448,184,1191,3
1449,177,265,4
1450,397,1085,2
1451,326,444,4
1452,235,1705,2
1453,71,893,1
1454,359,1364,2
1455,324,1367,4
1456,447,1291,5
1457,353,1653,1
1458,301,1301,4
1459,287,1370,2
1460,91,459,3
1461,248,1342,4
1462,317,1057,4
1463,132,295,2
1464,304,1664,4
1465,2,441,4
1466,318,261,5
1467,255,964,4
1468,8,369,1
1469,355,223,2
1470,152,1874,3
1471,127,705,2
1472,286,1485,1
1473,227,1049,1
1474,67,1079,5
1475,371,1490,5
1476,295,1906,5
1477,198,1366,5
1478,342,1052,5
1479,25,1061,4
1480,253,1591,3
1481,145,1708,3
1482,434,140,3
1483,176,333,2
1484,293,62,3
1485,154,470,4
1486,462,588,5
1487,480,247,3
1488,33,909,1
1489,204,324,4
1490,349,514,4
1491,163,22,3
1492,340,1318,4
1493,84,471,4
1494,192,307,1
1495,45,1750,1
1496,192,210,1
1497,42,1973,5
1498,22,1112,3
1499,338,16,1
1500,189,570,4
1501,29,1795,4
1502,466,1803,5
1503,216,1738,1
1504,295,1574,3
1505,204,389,5
1506,34,613,5
1507,180,10,1
1508,490,1890,4
1509,84,866,1
1510,139,1981,3
1511,480,987,3
1512,73,1782,2
1513,349,436,2
1514,44,1588,4
1515,78,516,5
1516,245,13,2
1517,485,1135,5
1518,450,1097,3
1519,327,1741,1
1520,304,963,1
1521,35,1734,3
1522,298,1722,4
1523,342,1663,1
1524,21,394,2
1525,129,817,5
1526,482,1812,5
1527,437,1572,4
1528,418,1092,4
1529,477,1519,5
1530,372,1650,1
1531,55,1659,2
1532,102,675,5
1533,229,1002,5
1534,392,1647,3
1535,356,595,5
1536,361,1165,2
1537,448,196,3
1538,354,922,3
1539,292,1712,2
1540,323,1829,5
1541,397,1805,3
1542,175,134,4
1543,279,1065,3
1544,331,313,4
1545,125,683,2
1546,315,1683,4
1547,314,889,2
1548,372,949,2
1549,251,1206,4
1550,243,933,1
1551,53,276,1
1552,376,809,4
1553,174,962,4
1554,195,541,4
1555,68,1121,2
1556,356,979,4
1557,304,964,2
1558,304,1418,3
1559,412,1443,5
1560,362,281,5
1561,415,1872,4
1562,334,1421,4
1563,116,1551,4
1564,200,1125,3
1565,215,1470,1
1566,139,354,2
1567,493,1112,1
1568,139,664,5
1569,216,1097,4
1570,452,707,2
1571,320,876,2
1572,404,780,3
1573,283,1807,1
